Name,Display Name,Brands,Brands copy
4814,4814 - Fax services,,
4815,4815 - VisaPhone,,
4816,4816 -  N/A,,
4821,4821 - Telegraph services,,
4829,4829 - Money Orders – Wire Transfer,,
4899,4899 - Cable and other pay television (previously Cable Services),clowte,
4900,"4900 - Electric, Gas, Sanitary and Water Utilities",clowte,
5013,5013 - Motor vehicle supplies and new parts,,
5021,5021 - Office and Commercial Furniture,,
5039,"5039 - Construction Materials, Not Elsewhere Classified",,
5044,"5044 - Office, Photographic, Photocopy, and Microfilm Equipment",,
5045,"5045 - Computers, Computer Peripheral Equipment, Software",clowte,
5046,"5046 - Commercial Equipment, Not Elsewhere Classified",,
5047,"5047 - Medical, Dental Ophthalmic, Hospital Equipment and Supplies",,
5051,5051 - Metal Service Centers and Offices,,
5065,5065 - Electrical Parts and Equipment,,
5072,5072 - Hardware Equipment and Supplies,,
5074,5074 - Plumbing and Heating Equipment and Supplies,,
5085,"5085 - Industrial Supplies, Not Elsewhere Classified",,
5094,"5094 - Precious Stones and Metals, Watches and Jewelry",,
5099,"5099 - Durable Goods, Not Elsewhere Classified","audiohunt,audiohunt-sandbox","audiohunt,audiohunt-sandbox"
5111,"5111 - Stationery, Office Supplies, Printing, and Writing Paper",,
5122,"5122 - Drugs, Drug Proprietors, and Druggist’s Sundries",,
5131,"5131 - Piece Goods, Notions, and Other Dry Goods",,
5137,5137 - Men’s Women’s and Children’s Uniforms and Commercial Clothing,,
5139,5139 - Commercial Footwear,,
5169,"5169 - Chemicals and Allied Products, Not Elsewhere Classified",,
5172,5172 - Petroleum and Petroleum Products,,
5192,"5192 - Books, Periodicals, and Newspapers",,
5193,"5193 - Florists’ Supplies, Nursery Stock and Flowers",,
5198,"5198 - Paints, Varnishes, and Supplies",colorworld,
5199,"5199 - Non-durable Goods, Not Elsewhere Classified",,
5200,5200 - Home Supply Warehouse Stores,colorworld,
5211,5211 - Lumber and Building Materials Stores,,
5231,5231 - Wallpaper Stores,colorworld,
5251,5251 - Hardware Stores,,
5261,5261 - Nurseries – Lawn and Garden Supply Store,,
5271,5271 - Mobile Home Dealers,,
5300,5300 - Wholesale Clubs,,
5309,5309 - Duty Free Store,,
5310,5310 - Discount Stores,,
5311,5311 - Department Stores,,
5331,5331 - Variety Stores,,
5399,5399 - Misc. General Merchandise,,
5411,5411 - Grocery Stores,,
5422,5422 - Meat Provisioners – Freezer and Locker,,
5441,5441 - Candy Stores,,
5451,5451 - Dairy Products Stores,,
5462,5462 - Bakeries,,
5499,5499 - Misc. Food Stores – Convenience Stores and Specialty Markets,,
5511,"5511 - Car and Truck Dealers (New and Used) Sales, Service, Repairs, Parts, and Leasing",,
5521,5521 - Automobile and Truck Dealers (Used Only),,
5531,5531 - Automobile Supply Stores,,
5532,5532 - Automotive Tire Stores,,
5533,"5533 - Automotive Parts, Accessories Stores",,
5541,5541 - Service Stations ( with or without ancillary services),,
5542,5542 - Automated Fuel Dispensers,,
5551,5551 - Boat Dealers,,
5561,"5561 - Recreational and Utility Trailers, Camp Dealers",,
5571,5571 - Motorcycle Dealers,,
5592,5592 - Motor Home Dealers,,
5598,5598 - Snowmobile Dealers,,
5599,5599 -  N/A,,
5611,5611 - Men’s and Boy’s Clothing and Accessories Stores,,
5621,5621 - Women’s Ready-to-Wear Stores,,
5631,5631 - Women’s Accessory and Specialty Shops,,
5641,5641 - Children’s and Infant’s Wear Stores,,
5651,5651 - Family Clothing Stores,,
5655,"5655 - Sports Apparel, Riding Apparel Stores",,
5661,5661 - Shoe Stores,,
5681,5681 - Furriers and Fur Shops,,
5691,5691 - Men’s and Women’s Clothing Stores,,
5697,"5697 - Tailors, Seamstress, Mending, and Alterations",,
5698,5698 - Wig and Toupee Stores,,
5699,5699 - Miscellaneous Apparel and Accessory Shops,,
5712,"5712 - Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",,
5713,5713 - Floor Covering Stores,,
5714,"5714 - Drapery, Window Covering and Upholstery Stores",,
5718,"5718 - Fireplace, Fireplace Screens, and Accessories Stores",,
5719,5719 - Miscellaneous Home Furnishing Specialty Stores,,
5722,5722 - Household Appliance Stores,,
5732,5732 - Electronic Sales,,
5733,"5733 - Music Stores, Musical Instruments, Piano Sheet Music",,
5734,5734 - Computer Software Stores,,
5735,5735 - Record Shops,,
5811,5811 - Caterers,,
5812,5812 - Eating places and Restaurants,"executech,executech-sandbox",
5813,"5813 - Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques","executech,executech-sandbox",
5814,5814 - Fast Food Restaurants,,
5815,5815 -  N/A,,
5816,5816 -  N/A,,
5817,5817 -  N/A,clowte,
5818,5818 -  N/A,,
5832,"5832 - Antique Shops – Sales, Repairs, and Restoration Services",,
5912,5912 - Drug Stores and Pharmacies,,
5921,"5921 - Package Stores – Beer, Wine, and Liquor",,
5931,5931 - Used Merchandise and Secondhand Stores,,
5932,5932 -  N/A,,
5933,5933 - Pawn Shops and Salvage Yards,,
5935,5935 - Wrecking and Salvage Yards,,
5937,5937 - Antique Reproductions,,
5940,5940 - Bicycle Shops – Sales and Service,,
5941,5941 - Sporting Goods Stores,,
5942,5942 - Book Stores,,
5943,"5943 - Stationery Stores, Office and School Supply Stores",,
5944,"5944 - Watch, Clock, Jewelry, and Silverware Stores",,
5945,"5945 - Hobby, Toy, and Game Shops",,
5946,5946 - Camera and Photographic Supply Stores,,
5947,"5947 - Card Shops, Gift, Novelty, and Souvenir Shops",,
5948,5948 - Leather Foods Stores,,
5949,"5949 - Sewing, Needle, Fabric, and Price Goods Stores",,
5950,5950 - Glassware/Crystal Stores,,
5960,5960 - Direct Marketing- Insurance Service,,
5961,"5961 - Mail Order Houses Including Catalog Order Stores, Book/Record Clubs (No longer permitted for U.S. original presentments)",,
5962,5962 - Direct Marketing – Travel Related Arrangements Services,,
5963,5963 - Door-to-Door Sales,,
5964,5964 - Direct Marketing – Catalog Merchant,"paycertify,paycertify-sandbox","paycertify,paycertify-sandbox"
5965,5965 - Direct Marketing – Catalog and Catalog and Retail Merchant,,
5966,5966 - Direct Marketing- Outbound Telemarketing Merchant,,
5967,5967 - Direct Marketing – Inbound Teleservices Merchant,,
5968,5968 - Direct Marketing – Continuity/Subscription Merchant,"paycertify,paycertify-sandbox","paycertify,paycertify-sandbox"
5969,5969 - Direct Marketing – Not Elsewhere Classified,,
5970,5970 - Artist’s Supply and Craft Shops,,
5971,5971 - Art Dealers and Galleries,,
5972,5972 - Stamp and Coin Stores – Philatelic and Numismatic Supplies,,
5973,5973 - Religious Goods Stores,,
5975,"5975 - Hearing Aids – Sales, Service, and Supply Stores",,
5976,5976 - Orthopedic Goods Prosthetic Devices,,
5977,5977 - Cosmetic Stores,,
5978,"5978 - Typewriter Stores – Sales, Rental, Service",,
5983,"5983 - Fuel – Fuel Oil, Wood, Coal, Liquefied Petroleum",,
5992,5992 - Florists,,
5993,5993 - Cigar Stores and Stands,,
5994,5994 - News Dealers and Newsstands,,
5995,"5995 - Pet Shops, Pet Foods, and Supplies Stores",woofies,
5996,"5996 - Swimming Pools – Sales, Service, and Supplies",,
5997,5997 - Electric Razor Stores – Sales and Service,,
5998,5998 - Tent and Awning Shops,,
5999,5999 - Miscellaneous and Specialty Retail Stores,woofies,
6010,6010 - Financial Institutions – Manual Cash Disbursements,,
6011,6011 - Financial Institutions – Manual Cash Disbursements,,
6012,6012 - Financial Institutions – Merchandise and Services,,
6051,"6051 - Non-Financial Institutions – Foreign Currency, Money Orders (not wire transfer) and Travelers Cheques",,
6211,6211 - Security Brokers/Dealers,,
6300,"6300 - Insurance Sales, Underwriting, and Premiums",clowte,
6381,"6381 - Insurance Premiums, (no longer valid for first presentment work)",,
6399,"6399 - Insurance, Not Elsewhere Classified ( no longer valid forfirst presentment work)",,
6513,6513 -  N/A,pha-web,pha-web
7011,"7011 - Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",,
7012,7012 - Timeshares,,
7032,7032 - Sporting and Recreational Camps,,
7033,7033 - Trailer Parks and Camp Grounds,,
7210,"7210 - Laundry, Cleaning, and Garment Services",,
7211,7211 - Laundry – Family and Commercial,,
7216,7216 - Dry Cleaners,,
7217,7217 - Carpet and Upholstery Cleaning,,
7221,7221 - Photographic Studios,,
7230,7230 - Barber and Beauty Shops,,
7251,"7251 - Shop Repair Shops and Shoe Shine Parlors, and Hat Cleaning Shops",,
7261,7261 - Funeral Service and Crematories,,
7273,7273 - Dating and Escort Services,,
7276,7276 - Tax Preparation Service,mangobilling,mangobilling
7277,"7277 - Counseling Service – Debt, Marriage, Personal",dreambuilt,
7278,"7278 - Buying/Shopping Services, Clubs",,
7296,"7296 - Clothing Rental – Costumes, Formal Wear, Uniforms",,
7297,7297 - Massage Parlors,,
7298,7298 - Health and Beauty Shops,"executech,executech-sandbox",
7299,7299 - Miscellaneous Personal Services ( not elsewhere classifies),"doodycalls,doodycalls-sandbox,woofies",
7311,7311 - Advertising Services,"paycertify,paycertify-sandbox","paycertify,paycertify-sandbox"
7321,7321 - Consumer Credit Reporting Agencies,,
7332,7332 - Blueprinting and Photocopying Services,,
7333,"7333 - Commercial Photography, Art and Graphics",,
7338,"7338 - Quick Copy, Reproduction and Blueprinting Services",,
7339,7339 - Stenographic and Secretarial Support Services,,
7342,7342 - Exterminating and Disinfecting Services,"authoritybrands,doodycalls,doodycalls-sandbox",authoritybrands
7349,"7349 - Cleaning and Maintenance, Janitorial Services",authoritybrands,authoritybrands
7361,"7361 - Employment Agencies, Temporary Help Services",,
7372,"7372 - Computer Programming, Integrated Systems Design and Data Processing Services","dotngo,dotngo-sandbox","dotngo,dotngo-sandbox"
7375,7375 - Information Retrieval Services,,
7379,"7379 - Computer Maintenance and Repair Services, Not Elsewhere Classified",,
7392,"7392 - Management, Consulting, and Public Relations Services",,
7393,7393 - Protective and Security Services – Including Armored Carsand Guard Dogs,,
7394,"7394 - Equipment Rental and Leasing Services, Tool Rental, Furniture Rental, and Appliance Rental",,
7395,"7395 - Photofinishing Laboratories, Photo Developing",,
7399,"7399 - Business Services, Not Elsewhere Classified","buymax,doodycalls,doodycalls-sandbox",buymax
7511,7511 -  N/A,,
7512,7512 - Car Rental Companies ( Not Listed Below),,
7513,7513 - Truck and Utility Trailer Rentals,,
7519,7519 - Motor Home and Recreational Vehicle Rentals,,
7523,7523 - Automobile Parking Lots and Garages,,
7531,7531 - Automotive Body Repair Shops,,
7534,7534 - Tire Re-treading and Repair Shops,,
7535,7535 - Paint Shops – Automotive,,
7538,7538 - Automotive Service Shops,,
7542,7542 - Car Washes,,
7549,7549 - Towing Services,,
7622,7622 - Radio Repair Shops,,
7623,7623 - Air Conditioning and Refrigeration Repair Shops,arborgold,
7629,7629 - Electrical And Small Appliance Repair Shops,arborgold,
7631,"7631 - Watch, Clock, and Jewelry Repair",,
7641,"7641 - Furniture, Furniture Repair, and Furniture Refinishing",,
7692,7692 - Welding Repair,,
7699,7699 - Repair Shops and Related Services –Miscellaneous,,
7800,7800 -  N/A,,
7801,7801 -  N/A,,
7802,7802 -  N/A,,
7829,7829 - Motion Pictures and Video Tape Production and Distribution,,
7832,7832 - Motion Picture Theaters,,
7841,7841 - Video Tape Rental Stores,,
7911,"7911 - Dance Halls, Studios and Schools",,
7922,"7922 - Theatrical Producers (Except Motion Pictures), Ticket Agencies",,
7929,"7929 - Bands, Orchestras, and Miscellaneous Entertainers (Not Elsewhere Classified)",,
7932,7932 - Billiard and Pool Establishments,,
7933,7933 - Bowling Alleys,,
7941,"7941 - Commercial Sports, Athletic Fields, Professional Sport Clubs, and Sport Promoters",,
7991,7991 - Tourist Attractions and Exhibits,,
7992,7992 - Golf Courses – Public,,
7993,7993 - Video Amusement Game Supplies,,
7994,7994 - Video Game Arcades/Establishments,,
7995,"7995 - Betting (including Lottery Tickets, Casino Gaming Chips, Off-track Betting and Wagers at Race Tracks)",,
7996,"7996 - Amusement Parks, Carnivals, Circuses, Fortune Tellers",,
7997,"7997 - Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",clowte,
7998,"7998 - Aquariums, Sea-aquariums, Dolphinariums",,
7999,7999 - Recreation Services (Not Elsewhere Classified),,
8011,8011 - Doctors and Physicians (Not Elsewhere Classified),"intakeq,demo-diamond-mind,nirvanahealth,nirvanahealth-sandbox,owlpractice,owlpractice-sandbox",intakeq
8021,8021 - Dentists and Orthodontists,"intakeq,demo-diamond-mind",intakeq
8031,8031 - Osteopaths,"intakeq,demo-diamond-mind",intakeq
8041,8041 - Chiropractors,"intakeq,demo-diamond-mind",intakeq
8042,8042 - Optometrists and Ophthalmologists,"intakeq,demo-diamond-mind",intakeq
8043,"8043 - Opticians, Opticians Goods and Eyeglasses","intakeq,demo-diamond-mind",intakeq
8044,"8044 - Opticians, Optical Goods, and Eyeglasses (no longer validfor first presentments)","intakeq,demo-diamond-mind",intakeq
8049,8049 - Podiatrists and Chiropodists,"intakeq,demo-diamond-mind",intakeq
8050,8050 - Nursing and Personal Care Facilities,"intakeq,demo-diamond-mind,nirvanahealth,nirvanahealth-sandbox",intakeq
8062,8062 - Hospitals,"intakeq,demo-diamond-mind,nirvanahealth,nirvanahealth-sandbox",intakeq
8071,8071 - Medical and Dental Laboratories,"intakeq,demo-diamond-mind",intakeq
8099,8099 - Medical Services and Health Practitioners (Not Elsewhere Classified),"intakeq,demo-diamond-mind,nirvanahealth,nirvanahealth-sandbox,owlpractice,owlpractice-sandbox",intakeq
8111,8111 - Legal Services and Attorneys,"lexcharge,dreambuilt",lexcharge
8211,8211 - Elementary and Secondary Schools,"schoolpayments,schoolpayments-sandbox,clowte",
8220,"8220 - Colleges, Junior Colleges, Universities, and ProfessionalSchools","schoolpayments,schoolpayments-sandbox,clowte",
8241,8241 - Correspondence Schools,"schoolpayments,schoolpayments-sandbox,clowte",
8244,8244 - Business and Secretarial Schools,clowte,
8249,8249 - Vocational Schools and Trade Schools,"schoolpayments,schoolpayments-sandbox,clowte",
8299,8299 - Schools and Educational Services ( Not Elsewhere Classified),"schoolpayments,schoolpayments-sandbox,clowte",
8351,8351 - Child Care Services,"dailyconnect,dailyconnect-sandbox,clowte",
8398,8398 - Charitable and Social Service Organizations,"dotngo,dotngo-sandbox,executech,executech-sandbox","dotngo,dotngo-sandbox"
8641,"8641 - Civic, Fraternal, and Social Associations",,
8651,8651 - Political Organizations,,
8661,8661 - Religious Organizations,"executech,executech-sandbox",
8675,8675 - Automobile Associations,,
8699,8699 - Membership Organizations ( Not Elsewhere Classified),,
8734,8734 - Testing Laboratories ( non-medical),,
8911,8911 - Architectural – Engineering and Surveying Services,,
8931,"8931 - Accounting, Auditing, and Bookkeeping Services","lexcharge,mangobilling","lexcharge,mangobilling"
8999,8999 - Professional Services ( Not Elsewhere Defined),"authoritybrands,mangobilling,arborgold,nirvanahealth,nirvanahealth-sandbox","authoritybrands,mangobilling"
9211,"9211 - Court Costs, including Alimony and Child Support",dreambuilt,
9222,9222 - Fines,dreambuilt,
9223,9223 - Bail and Bond Payments,,
9311,9311 - Tax Payments,,
9399,9399 - Government Services ( Not Elsewhere Classified),,
9402,9402 - Postal Services – Government Only,,
9405,9405 - Intra – Government Transactions,,
9700,9700 - Automated Referral Service ( For Visa Only),,
9701,9701 - Visa Credential Service ( For Visa Only),,
9702,9702 - GCAS Emergency Services ( For Visa Only),,
9950,9950 - Intra – Company Purchases ( For Visa Only),,
,,,
5017,,clowte,
